code,barcode,price,name,img,qty,cat
253954,5020379155731,723,Clean Pro Ocean All Purpose Cleaner 5 Litres,/1/8629a544-8385-47f6-8977-28a7be987981.jpg,0,12
262547,5020379094054,3622,Clean Pro P-Wave Urinal Deodoriser Screens 52g,/1/950c6127-03b3-416e-af30-82238b02c39d.jpg,0,12
253947,5020379155779,723,Clean Pro Pine Disinfectant 5 Litres,/1/47ff3069-bb11-48af-8e78-b2c837eb11f3.jpg,0,12
242054,5020379144759,763,Clean Pro Thick Bleach Citrus 5 Litres,/1/6ce453d3-c237-4fef-9f1d-6c24210e8ed7.jpg,0,12
251235,5020379152761,2723,Clean Pro+ Antibacterial Surface Wipes 1000 H43,/1/a54af5d1-2cac-4871-b821-bd8cd393a2f1.jpg,0,12
191602,5020379086738,1223,Clean Pro+ Antibacterial Surface Wipes 150 H13,/1/79385db0-6b49-43e1-af30-2d48cb33af1e.jpg,0,12
259768,5020379160704,623,Clean Pro+ Antiviral Cleaner and Disinfectant H44 1 Litre,/1/fe140708-74d6-4f93-af59-010703481309.jpg,0,12
251234,5020379152655,623,Clean Pro+ Bathroom Cleaner H35 1 Litre,/1/0f83b30e-57a3-45b9-ae70-b266c9b702a0.jpg,0,12
226097,5020379127264,3622,Clean Pro+ Blue Urinal Channel Blocks H32 3kg,/1/bc45080b-8e97-4832-92ad-f22f8ed76fb6.jpg,0,12
191715,5020379088121,2023,Clean Pro+ Carpet Cleaner H28 5 Litres,/1/0dd30a4e-2601-4271-b45d-7f0cf8a773e9.jpg,0,12
251145,5020379152693,323,Clean Pro+ Daily Toilet Cleaner H36 1 Litre,/1/4d7233ae-4f8b-4dc4-8b26-33c307e4072a.jpg,0,12
191722,5020379087766,1523,Clean Pro+ Deep Fat Fryer Cleaner H16 5 Litres,/1/1e44198a-681f-431e-ad02-72e691953881.jpg,0,12
226069,5020379127295,3622,Clean Pro+ Destaining Powder H6 5kg,/1/327a0843-4448-48e7-ae2f-8da3952d185c.jpg,0,12
251302,5020379153126,1023,Clean Pro+ Detergent Disinfectant H2 Concentrate 1 Litre,/1/79f167ea-fdfa-484b-9f68-61ab7ff85987.jpg,0,12
251304,5020379153102,2923,Clean Pro+ Detergent Disinfectant H2 Concentrate 5 Litres,/1/7c196c6d-5b7b-4746-9860-7e7d61690a6c.jpg,0,12
251297,5020379153140,523,Clean Pro+ Detergent Disinfectant Multi-Purpose Sanitiser H2 (Empty Bottle),/1/200bb58d-80cc-4569-921b-3920fff60cba.jpg,0,12
232935,5020379135306,623,Clean Pro+ Fast Acting Antibacterial Cleaner & Disinfectant H2FA 1 Litre,/1/4b5ac906-6ea7-48c6-b5a8-9d1db03188cc.jpg,0,12
213996,5020379111225,3622,Clean Pro+ Floor Cleaner & Maintainer H25 Concentrate 5 Litres,/1/90f229a3-dd0f-4907-b5f6-4bcd4c01fd8e.jpg,0,12
192144,5020379088084,2123,Clean Pro+ Floor Cleaner H26 5 Litres,/1/092ee330-cf8d-4096-bcfe-2c6a30ebe724.jpg,0,12
233185,5020379136938,1923,Clean Pro+ Floor Gel Lemon H27 Concentrate 5 Litres,/1/d6992912-638d-406b-9f81-ba925de1ff40.jpg,0,12
191604,5020379088046,4623,Clean Pro+ Floor Polish H24 5 Litres,/1/0826dea6-31eb-4b4e-97be-a6b271ed4046.jpg,0,12
252843,5020379153713,2723,Clean Pro+ Floor Polish Stripper H23 Concentrate 5 Litres,/1/6fe561fd-bb8f-46ce-847d-b27f26bd830c.jpg,0,12
251232,5020379152822,623,Clean Pro+ Glass Cleaner H39 1 Litre,/1/77c9bd8f-6a85-4f52-a9ef-ae14996bce0b.jpg,0,12
253919,5020379155700,3622,Clean Pro+ Glass Renovator H5 4kg,/1/01de9d5b-6d80-45b5-bd27-c04aaf1dc900.jpg,0,12
146383,5020379062077,523,Clean Pro+ Heavy Duty Cleaner Degreaser H1 (Empty Bottle),/1/1a504e06-659d-4e66-bd9b-67a206f101cd.jpg,0,12
192166,5020379088220,623,Clean Pro+ Heavy Duty Cleaner Degreaser H1 1 Litre,/1/6a9854af-8103-47fb-9368-6c6f8bde3b41.jpg,0,12
